title,rating,price,image,description,brand
SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV...,4.4,"29,990",https://rukminim2.flixcart.com/www/100/100/promos/08/07/2019/7e4ee41e-ce86-43e0-834e-485eaf5a3cfb.png?q=90,"Operating System: Tizen, Ultra HD (4K) 3840 x 2160 Pixels, Launch Year: 2023, 1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel",SAMSUNG
Mi A series 80 cm (32 inch) HD Ready LED Smart Google TV 2023 Edition with HD |Dolby Audio | DTS:HD | ...,4.4,"10,999",https://rukminim2.flixcart.com/image/312/312/xif0q/television/j/2/j/-original-imagtq4hqqt37tgx.jpeg?q=70,"Operating System: Google TV, HD Ready 1366 x 768 Pixels, Launch Year: 2023, 1 Year Warranty on Product and 2 Years Warranty on Panel",Mi
iFFALCON by TCL 79.97 cm (32 inch) HD Ready LED Smart Android TV with Google Assistant,4.2,"8,499",https://rukminim2.flixcart.com/image/312/312/xif0q/television/u/7/i/-original-imagu7f3fnssa834.jpeg?q=70,"Operating System: Android, HD Ready 1366 x 768 Pixels, Launch Year: 2023, 1 Year Warranty on Product",iFFALCON by TCL
"Infinix Y1 80 cm (32 inch) HD Ready LED Smart Linux TV 2022 Edition with YouTube & Pre-loaded Apps, Wi...",4.2,"8,499",https://rukminim2.flixcart.com/image/312/312/xif0q/television/z/w/r/-original-imagnrjvfnwkq8bg.jpeg?q=70,"Operating System: Linux, HD Ready 1366 x 768 Pixels, Launch Year: 2022, 1 Year Domestic Warranty",Infinix
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV 2022 Edition with Bezel-free Design,4.4,"12,990",https://rukminim2.flixcart.com/image/312/312/l572ufk0/television/e/f/g/32y1-32y1-infinix-original-imagfxczrxjjwxvf.jpeg?q=70,"Operating System: Tizen, HD Ready 1366 x 768 Pixels, Launch Year: 2022, 1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel",SAMSUNG
SONY 138.8 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2022 Edition,4.6,"52,990",https://rukminim2.flixcart.com/image/312/312/xif0q/television/x/8/a/-original-imagttjpuyzsbzud.jpeg?q=70,"Operating System: Android, Full HD 1920 x 1080 Pixels, Launch Year: 2023, 2 Years Warranty on Product and Panel",SONY
Thomson FA Series 80 cm (32 inch) HD Ready LED Smart Android TV 2023 Edition with Dolby Digital Plus &...,4.3,"9,499",https://rukminim2.flixcart.com/image/312/312/xif0q/television/v/x/n/-original-imaguem7rhy9zzrf.jpeg?q=70,"Operating System: WebOS, HD Ready 1366 x 768 Pixels, Launch Year: 2023, 1 Years Warranty: 1 Year LG India Warranty from the date of purchase (Valid till - 31st Oct'23)",Thomson
"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2023 Edition with a5 AI Processor Gen5, Refresh Rate: 6...",4.4,"13,490",https://rukminim2.flixcart.com/image/312/312/xif0q/television/o/j/s/32rt1022-thomson-original-imagpu4vshz5gsgm.jpeg?q=70,"Operating System: WebOS, HD Ready 1366 x 768 Pixels, Launch Year: 2020, 1 Years Warranty: 1 Year LG India Warranty from the date of purchase (Valid till - 31st Oct'23)",LG
"Acer Advanced I Series 80 cm (32 inch) HD Ready LED Smart Google TV 2023 Edition with 1.5GB RAM, 16GB ...",4.3,"11,499",https://rukminim2.flixcart.com/image/312/312/xif0q/television/z/w/p/-original-imagtve44dmyc4zs.jpeg?q=70,"Operating System: Android, HD Ready 1366 x 768 Pixels, Launch Year: 2023, 2 Years Warranty on Product and Panel",Acer
LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 AI Processor 4K Gen6 ...,4.4,"27,990",https://rukminim2.flixcart.com/image/312/312/xif0q/television/d/u/k/-original-imagsjjgqh6zyx5n.jpeg?q=70,"Operating System: WebOS, Ultra HD (4K) 3840 x 2160 Pixels, Launch Year: 2023, 1 Years Warranty: 1 Year LG India Warranty from the date of purchase (Valid till - 31st Oct'23)",LG
TOSHIBA 108 cm (43 inch) Full HD LED Smart Android TV 2023 Edition with DTS X,4.2,"19,999",https://rukminim2.flixcart.com/image/312/312/xif0q/television/e/i/m/-original-imagtvdyjzxgz3f7.jpeg?q=70,"Operating System: Google TV, Ultra HD (4K) 3840 x 2160 Pixels, Launch Year: 2023, 3 Years Comprehensive Warranty from 1st October to 15th November 2023. If the warranty card shows 2 years, invoice during this period will prove the 3 years warranty.",TOSHIBA
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV,4.4,"11,990",https://rukminim2.flixcart.com/image/312/312/xif0q/television/s/j/a/-original-imagrwh7h9pj3a8g.jpeg?q=70,"Operating System: WebOS, HD Ready 1366 x 768 Pixels, Launch Year: 2023, 1 Year Domestic Warranty on Product",LG
Infinix 80 cm (32 inch) QLED HD Ready Smart WebOS TV Infinix W1 QLED 80 cm (32 inch) HD Ready Smart TV...,4.1,"9,499",https://rukminim2.flixcart.com/image/312/312/l0fm07k0/television/7/x/9/-original-imagc8fnpx39evgc.jpeg?q=70,"Operating System: Android, HD Ready 1366 x 768 Pixels, Launch Year: 2020, 1 Year Warranty on Product & 6 Months on Accessories",Infinix
MarQ by Flipkart 80 cm (32 inch) HD Ready LED TV,4.2,"7,499",https://rukminim2.flixcart.com/image/312/312/xif0q/television/j/u/k/-original-imagtxmq8a2wckbf.jpeg?q=70,"HD Ready 1366 x 768 Pixels, Launch Year: 2023, 1 Year Warranty",MarQ by Flipkart
"LG UR7500 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...",4.4,"43,990",https://rukminim2.flixcart.com/image/312/312/xif0q/television/n/r/w/-original-imagttjmvfykjd5b.jpeg?q=70,"Operating System: WebOS, Ultra HD (4K) 3840 x 2160 Pixels, Launch Year: 2023, 1 Years Warranty: 1 Year LG India Warranty from the date of purchase (Valid till - 31st Oct'23)",LG
SAMSUNG Crystal 4K iSmart Series 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen TV 2023 Edition,4.3,"28,990",https://rukminim2.flixcart.com/image/312/312/xif0q/television/e/f/y/-original-imagtvefvp4xhkt6.jpeg?q=70,"Operating System: Tizen, Ultra HD (4K) 3840 x 2160 Pixels, Launch Year: 2023, 1-year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase",SAMSUNG
