brand,title,image,rating,price,description
Samsung,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Wind Free AC with Wi-fi Co...,https://rukminim2.flixcart.com/image/312/312/xif0q/air-conditioner-new/z/j/n/-original-imagnhu5zbpdtwzp.jpeg?q=70,4.2,"47,490",Annual Power Usage: 749.48 kWh. Room Size: 111 - 150 sqft. 1 Year Standard Warranty on Product and 10 Years Warranty on Compressor.
Samsung,SAMSUNG 2023 Model 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,https://rukminim2.flixcart.com/image/312/312/xif0q/air-conditioner-new/o/8/n/-original-imagmmnwmw9htf6j.jpeg?q=70,3,"42,589",Annual Power Usage: 977.8 kWh. Room Size: 111 - 150 sqft. 1 Year Standard Warranty on Product and 10 Years Warranty on Compressor.
Samsung,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Pastel Blue",https://rukminim2.flixcart.com/image/312/312/kg40k280/air-conditioner-new/s/r/z/ar18ty3qbpu-1-5-split-samsung-inverter-original-imafwefyqbfqnjjy.jpeg?q=70,4.2,"37,388",Annual Power Usage: 1049.79 kWh. Room Size: 111 - 150 sqft. 1 Year comprehensive and 10 years on Compressor.
Samsung,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,https://rukminim2.flixcart.com/image/312/312/kd4uj680/air-conditioner-new/c/c/z/ar18nv3xewknna-ar18nv3xewkxna-mps-1-5-split-samsung-inverter-original-imafu44gecfdzvu6.jpeg?q=70,4.8,"42,288","Annual Power Usage: 0 kWh. Room Size: 111 - 150 sqft. 1 Year on Product, 10 Years Compressor and 5 Years Condensor Warranty."
Samsung,"SAMSUNG 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White, Blue",https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/air-conditioner-new/h/e/a/-original-imagcgs4zygxveh7.jpeg?q=70,3.8,"37,499",Annual Power Usage: 1700 kWh. Room Size: 111 - 150 sqft. 5 Years Warranty on Product and 10 Years on Compressor.
Samsung,SAMSUNG Convertible 5-in-1 Cooling Mode 1.5 Ton 5 Star Split Inverter Anti Bacteria Filter AC  - White,https://rukminim2.flixcart.com/image/312/312/l51d30w0/air-conditioner-new/j/d/e/-original-imagfsumtzh5zmgd.jpeg?q=70,4.2,"38,990","Annual Power Usage: 832.8 kWh. Room Size: 111 - 150 sqft. 1 Year Standard Warranty on Product, 10 Years Warranty on Compressor."
Samsung,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,https://rukminim2.flixcart.com/image/312/312/kl421e80/air-conditioner-new/o/5/u/ar18ty5qawknna-split-samsung-inverter-original-imagyb23g9erhyzk.jpeg?q=70,4.2,"45,309",Annual Power Usage: 1049.79 kWh. Room Size: 111 - 150 sqft. 1 Year comprehensive and 10 years on Compressor.
Samsung,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,https://rukminim2.flixcart.com/image/312/312/kl421e80/air-conditioner-new/n/f/l/ar18ty5qawknna-ar18ty5qawkxna-split-samsung-inverter-original-imagyb23cqfsahdy.jpeg?q=70,4.2,"45,309",Annual Power Usage: 863.15 kWh. Room Size: 111 - 150 sqft. 1 year on product and 10 year on compressor.
Asus,ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/u/h/s/-original-imagpxgqj6x2zkhe.jpeg?q=70,4.2,"32,990",AMD Ryzen 3 Quad Core Processor. 8 GB LPDDR5 RAM. Windows 11 Operating System. 512 GB SSD. 39.62 cm (15.6 Inch) Display. 1 Year Onsite Warranty.
Asus,ASUS Vivobook Go 15 Celeron Dual Core N4020 - (4 GB/256 GB SSD/Windows 11 Home) E510MA-EJ001W Thin and...,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/i/n/w/-original-imagqs9vc7ecv4vj.jpeg?q=70,4.1,"21,990",Intel Celeron Dual Core Processor. 4 GB DDR4 RAM. Windows 11 Operating System. 256 GB SSD. 39.62 cm (15.6 Inch) Display. 1 Year Onsite Warranty.
